symbol,name,sector,subsector,status,instrument_type,board,listing_date,special_notation,source_as_of
PORT,Nusantara Pelabuhan Handal Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Mar 2017,,2026-08-27
CARS,Industri dan Perdagangan Bintr,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Apr 2017,,2026-08-27
MINA,Sanurhasta Mitra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Apr 2017,,2026-08-27
CLEO,Sariguna Primatirta Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Mei 2017,,2026-08-27
TAMU,Pelayaran Tamarin Samudra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Mei 2017,,2026-08-27
CSIS,Cahayasakti Investindo Sukses,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Mei 2017,,2026-08-27
TGRA,Terregra Asia Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Mei 2017,,2026-08-27
FIRE,Alfa Energi Investama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jun 2017,,2026-08-27
TOPS,Totalindo Eka Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Jun 2017,,2026-08-27
KMTR,Kirana Megatara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Jun 2017,,2026-08-27
ARMY,Armidian Karyatama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,21 Jun 2017,,2026-08-27
MAPB,MAP Boga Adiperkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,21 Jun 2017,,2026-08-27
WOOD,Integra Indocabinet Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,21 Jun 2017,,2026-08-27
HRTA,Hartadinata Abadi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,21 Jun 2017,,2026-08-27
MABA,Marga Abhinaya Abadi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,22 Jun 2017,,2026-08-27
HOKI,Buyung Poetra Sembada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Jun 2017,,2026-08-27
MPOW,Megapower Makmur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Jul 2017,,2026-08-27
MARK,Mark Dynamics Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Jul 2017,,2026-08-27
NASA,Andalan Perkasa Abadi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,07 Agt 2017,,2026-08-27
MDKI,Emdeki Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,25 Sep 2017,,2026-08-27
BELL,Trisula Textile Industries Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,03 Okt 2017,,2026-08-27
KIOS,Kioson Komersial Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Okt 2017,,2026-08-27
GMFI,Garuda Maintenance Facility Ae,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Okt 2017,,2026-08-27
MTWI,Malacca Trust Wuwungan Insuran,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Okt 2017,,2026-08-27
ZINC,Kapuas Prima Coal Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Okt 2017,,2026-08-27
MCAS,M Cash Integrasi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Nov 2017,,2026-08-27
PPRE,PP Presisi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,24 Nov 2017,,2026-08-27
WEGE,Wijaya Karya Bangunan Gedung T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Nov 2017,,2026-08-27
PSSI,IMC Pelita Logistik Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Des 2017,,2026-08-27
MORA,Ekamas Mora Republik Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Agt 2022,,2026-08-27
DWGL,Dwi Guna Laksana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Des 2017,,2026-08-27
PBID,Panca Budi Idaman Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,13 Des 2017,,2026-08-27
JMAS,Asuransi Jiwa Syariah Jasa Mit,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Des 2017,,2026-08-27
CAMP,Campina Ice Cream Industry Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Des 2017,,2026-08-27
IPCM,Jasa Armada Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,22 Des 2017,,2026-08-27
PCAR,Prima Cakrawala Abadi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,29 Des 2017,,2026-08-27
LCKM,LCK Global Kedaton Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Jan 2018,,2026-08-27
BOSS,Borneo Olah Sarana Sukses Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,15 Feb 2018,,2026-08-27
HELI,Jaya Trishindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Mar 2018,,2026-08-27
JSKY,Sky Energy Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,28 Mar 2018,,2026-08-27
INPS,Indah Prakasa Sentosa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,06 Apr 2018,,2026-08-27
GHON,Gihon Telekomunikasi Indonesia,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Apr 2018,,2026-08-27
TDPM,Tianrong Chemicals Industry Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Apr 2018,,2026-08-27
DFAM,Dafam Property Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Apr 2018,,2026-08-27
NICK,Charnic Capital Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,02 Mei 2018,,2026-08-27
BTPS,Bank BTPN Syariah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Mei 2018,,2026-08-27
SPTO,Surya Pertiwi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Mei 2018,,2026-08-27
PRIM,Royal Prima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Mei 2018,,2026-08-27
HEAL,Medikaloka Hermina Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Mei 2018,,2026-08-27
TRUK,Guna Timur Raya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Mei 2018,,2026-08-27
PZZA,Sarimelati Kencana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Mei 2018,,2026-08-27
TUGU,Asuransi Tugu Pratama Indonesi,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,28 Mei 2018,,2026-08-27
MSIN,MNC Digital Entertainment Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Jun 2018,,2026-08-27
SWAT,Sriwahana Adityakarta Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jun 2018,,2026-08-27
TNCA,Trimuda Nuansa Citra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Jun 2018,,2026-08-27
MAPA,Map Aktif Adiperkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Jul 2018,,2026-08-27
TCPI,Transcoal Pacific Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,06 Jul 2018,,2026-08-27
IPCC,Indonesia Kendaraan Terminal T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Jul 2018,,2026-08-27
RISE,Jaya Sukses Makmur Sentosa Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2018,,2026-08-27
BPTR,Batavia Prosperindo Trans Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2018,,2026-08-27
POLL,Pollux Properties Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Jul 2018,,2026-08-27
NFCX,NFC Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jul 2018,,2026-08-27
MGRO,Mahkota Group Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jul 2018,,2026-08-27
NUSA,Sinergi Megah Internusa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,12 Jul 2018,,2026-08-27
FILM,MD Entertainment Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,07 Agt 2018,,2026-08-27
ANDI,Andira Agro Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Agt 2018,,2026-08-27
LAND,Trimitra Propertindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Agt 2018,,2026-08-27
MOLI,Madusari Murni Indah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Agt 2018,,2026-08-27
PANI,Pantai Indah Kapuk Dua Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Sep 2018,,2026-08-27
DIGI,Arkadia Digital Media Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,18 Sep 2018,,2026-08-27
CITY,Natura City Developments Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Sep 2018,,2026-08-27
SAPX,Satria Antaran Prima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,03 Okt 2018,,2026-08-27
SURE,Super Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Okt 2018,,2026-08-27
HKMU,HK Metals Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Okt 2018,,2026-08-27
MPRO,Maha Properti Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Okt 2018,,2026-08-27
DUCK,Jaya Bersama Indo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Okt 2018,,2026-08-27
GOOD,Garudafood Putra Putri Jaya Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Okt 2018,,2026-08-27
SKRN,Superkrane Mitra Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,11 Okt 2018,,2026-08-27
YELO,Yelooo Integra Datanet Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,29 Okt 2018,,2026-08-27
CAKK,Cahayaputra Asa Keramik Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,31 Okt 2018,,2026-08-27
SATU,Kota Satu Properti Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Nov 2018,,2026-08-27
SOSS,ALSOK Indonesia Services Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,06 Nov 2018,,2026-08-27
DEAL,Dewata Freightinternational Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Nov 2018,,2026-08-27
POLA,Pool Advista Finance Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Nov 2018,,2026-08-27
DIVA,Distribusi Voucher Nusantara T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Nov 2018,,2026-08-27
LUCK,Sentral Mitra Informatika Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Nov 2018,,2026-08-27
URBN,Urban Jakarta Propertindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Des 2018,,2026-08-27
SOTS,Satria Mega Kencana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Des 2018,,2026-08-27
ZONE,Mega Perintis Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Des 2018,,2026-08-27
PEHA,Phapros Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,26 Des 2018,,2026-08-27
FOOD,Sentra Food Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jan 2019,,2026-08-27
BEEF,Estika Tata Tiara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Jan 2019,,2026-08-27
POLI,Pollux Hotels Group Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Jan 2019,,2026-08-27
CLAY,Citra Putra Realty Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Jan 2019,,2026-08-27
NATO,Olympus Strategic Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Jan 2019,,2026-08-27
JAYA,Armada Berjaya Trans Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Feb 2019,,2026-08-27
COCO,Wahana Interfood Nusantara Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,20 Mar 2019,,2026-08-27
MTPS,Meta Epsi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Apr 2019,,2026-08-27
CPRI,Capri Nusa Satu Properti Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Apr 2019,,2026-08-27
HRME,Menteng Heritage Realty Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,12 Apr 2019,,2026-08-27
POSA,Bliss Properti Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Mei 2019,,2026-08-27
JAST,Jasnita Telekomindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Mei 2019,,2026-08-27
FITT,Hotel Fitra International Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jun 2019,,2026-08-27
BOLA,Bali Bintang Sejahtera Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,17 Jun 2019,,2026-08-27
CCSI,Communication Cable Systems In,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Jun 2019,,2026-08-27
SFAN,Surya Fajar Capital Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Jun 2019,,2026-08-27
POLU,Golden Flower Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,26 Jun 2019,,2026-08-27
KJEN,Krida Jaringan Nusantara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Jul 2019,,2026-08-27
KAYU,Darmi Bersaudara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,04 Jul 2019,,2026-08-27
ITIC,Indonesian Tobacco Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,04 Jul 2019,,2026-08-27
PAMG,Bima Sakti Pertiwi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Jul 2019,,2026-08-27
IPTV,MNC Vision Networks Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jul 2019,,2026-08-27
BLUE,Berkah Prima Perkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jul 2019,,2026-08-27
ENVY,Envy Technologies Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jul 2019,,2026-08-27
EAST,Eastparc Hotel Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2019,,2026-08-27
LIFE,MSIG Life Insurance Indonesia,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2019,,2026-08-27
FUJI,Fuji Finance Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2019,,2026-08-27
KOTA,DMS Propertindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Jul 2019,,2026-08-27
INOV,Inocycle Technology Group Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Jul 2019,,2026-08-27
ARKA,Arkha Jayanti Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Jul 2019,,2026-08-27
SMKL,Satyamitra Kemas Lestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jul 2019,,2026-08-27
HDIT,Hensel Davest Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Jul 2019,,2026-08-27
KEEN,Kencana Energi Lestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,02 Sep 2019,,2026-08-27
BAPI,Bhakti Agung Propertindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Sep 2019,,2026-08-27
TFAS,Telefast Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Sep 2019,,2026-08-27
GGRP,Gunung Raja Paksi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Sep 2019,,2026-08-27
OPMS,Optima Prima Metal Sinergi Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Sep 2019,,2026-08-27
NZIA,Nusantara Almazia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,25 Sep 2019,,2026-08-27
SLIS,Gaya Abadi Sempurna Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Okt 2019,,2026-08-27
PURE,Trinitan Metals and Minerals T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Okt 2019,,2026-08-27
IRRA,Itama Ranoraya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Okt 2019,,2026-08-27
DMMX,Digital Mediatama Maxima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Okt 2019,,2026-08-27
SINI,Singaraja Putra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Nov 2019,,2026-08-27
WOWS,Ginting Jaya Energi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Nov 2019,,2026-08-27
ESIP,Sinergi Inti Plastindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Nov 2019,,2026-08-27
TEBE,Dana Brata Luhur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Nov 2019,,2026-08-27
KEJU,Mulia Boga Raya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,25 Nov 2019,,2026-08-27
PSGO,Palma Serasih Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,25 Nov 2019,,2026-08-27
AGAR,Asia Sejahtera Mina Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,02 Des 2019,,2026-08-27
IFSH,Ifishdeco Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,05 Des 2019,,2026-08-27
REAL,Repower Asia Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,06 Des 2019,,2026-08-27
IFII,Indonesia Fibreboard Industry,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Des 2019,,2026-08-27
PMJS,Putra Mandiri Jembar Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Des 2019,,2026-08-27
UCID,Uni-Charm Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Des 2019,,2026-08-27
GLVA,Galva Technologies Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,23 Des 2019,,2026-08-27
PGJO,Bahtera Bumi Raya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jan 2020,,2026-08-27
AMAR,Bank Amar Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Jan 2020,,2026-08-27
CSRA,Cisadane Sawit Raya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jan 2020,,2026-08-27
INDO,Royalindo Investa Wijaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Jan 2020,,2026-08-27
AMOR,Ashmore Asset Management Indon,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Jan 2020,,2026-08-27
TRIN,Perintis Triniti Properti Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Jan 2020,,2026-08-27
DMND,Diamond Food Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,22 Jan 2020,,2026-08-27
PURA,Putra Rajawali Kencana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,29 Jan 2020,,2026-08-27
PTPW,Pratama Widya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Feb 2020,,2026-08-27
TAMA,Lancartama Sejati Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Feb 2020,,2026-08-27
IKAN,Era Mandiri Cemerlang Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Feb 2020,,2026-08-27
AYLS,Arkayana Lestari Grup Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Feb 2020,,2026-08-27
DADA,Diamond Citra Propertindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Feb 2020,,2026-08-27
ASPI,Andalan Sakti Primaindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Feb 2020,,2026-08-27
ESTA,Esta Multi Usaha Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Mar 2020,,2026-08-27
BESS,Batulicin Nusantara Maritim Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Mar 2020,,2026-08-27
AMAN,Makmur Berkah Amanda Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Mar 2020,,2026-08-27
CARE,Metro Healthcare Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Mar 2020,,2026-08-27
SAMF,Saraswanti Anugerah Makmur Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,31 Mar 2020,,2026-08-27
SBAT,Sejahtera Bintang Abadi Textil,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Apr 2020,,2026-08-27
KBAG,Karya Bersama Anugerah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Apr 2020,,2026-08-27
CBMF,Cahaya Bintang Medan Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Apr 2020,,2026-08-27
RONY,Aracord Nusantara Group Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Apr 2020,,2026-08-27
CSMI,Cipta Selera Murni Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Apr 2020,,2026-08-27
BBSS,Bumi Benowo Sukses Sejahtera T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Apr 2020,,2026-08-27
BHAT,Bhakti Multi Artha Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Apr 2020,,2026-08-27
CASH,Cashlez Worldwide Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Akselerasi,04 Mei 2020,,2026-08-27
TECH,Indosterling Technomedia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,04 Jun 2020,,2026-08-27
EPAC,Megalestari Epack Sentosaraya,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Jul 2020,,2026-08-27
UANG,Pakuan Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,06 Jul 2020,,2026-08-27
PGUN,Pradiksi Gunatama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Jul 2020,,2026-08-27
SOFA,Solusi Environment Asia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Akselerasi,07 Jul 2020,,2026-08-27
PPGL,Prima Globalindo Logistik Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Akselerasi,20 Jul 2020,,2026-08-27
TOYS,Sunindo Adipersada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,06 Agt 2020,,2026-08-27
SGER,Sumber Global Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,10 Agt 2020,,2026-08-27
TRJA,Transkon Jaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Agt 2020,,2026-08-27
PNGO,AEP Pinago Plantations Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,31 Agt 2020,,2026-08-27
SCNP,Selaras Citra Nusantara Perkas,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Sep 2020,,2026-08-27
BBSI,Krom Bank Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,07 Sep 2020,,2026-08-27
